id,title,path,class,tags,links,content,create_time,update_time
4fbd703c-371a-42b4-81d6-cf6add88292a,Тырина Полина,/Users/Shared/obsidian-storage/master/<9> void/человек.тырина_полина.md,личное,личное,2024-09-02; 2025-05-16; человек#Человек; человек#Человек; человек#Человек,,2024-09-02 00:00:00,2025-05-16 00:00:00
e58b6c07-08ca-444f-829d-5eecd4ee7d44,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2023-12-25.<1>.md,духовность,духовность,2024-05-10; 2025-05-16; сон#Сон; 2023-12-25#2023-12-25; сон#Сон,"#Персонаж_Марат - 20 лет
#IIO #OI
Няшимся с девушкой, пока не приходят её родители",2024-05-10 00:00:00,2025-05-16 00:00:00
0398ff3f-2589-4023-bb34-f2ba8390b4f7,Encoding,/Users/Shared/obsidian-storage/master/<9> void/go.конспект.пакеты.стандартные%.encoding.md,саморазвитие,саморазвитие,2024-04-11; 2025-05-16; go#Go; go.конспект.пакеты#Пакеты; go.конспект.пакеты.стандартные%#Стандартные,,2024-04-11 00:00:00,2025-05-16 00:00:00
840ae46c-637c-4f83-993b-3f0e86dd22e7,Mime,/Users/Shared/obsidian-storage/master/<9> void/go.конспект.пакеты.стандартные%.mime.md,саморазвитие,саморазвитие,2024-04-12; 2025-05-16; go#Go; go.конспект.пакеты#Пакеты; go.конспект.пакеты.стандартные%#Стандартные,,2024-04-12 00:00:00,2025-05-16 00:00:00
517db8c7-75f3-462a-b57c-2c440fee21f0,2023-09-22,/Users/Shared/obsidian-storage/master/<9> void/2023-09-22.md,реализация,реализация,2024-05-10; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
## Tasks
```tasks
(due on or after 2023-09-22) AND (starts on or before 2023-09-22)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2023-09-22
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2023-09-22"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2023-09-22"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2023-09-22"")
```
```dataview
LIST
WHERE contains(file.name,""анализ.2023-09-22"")
```",2024-05-10 00:00:00,2025-05-16 00:00:00
4e34f6c3-23bb-4ce5-9672-c518e2f856d5,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2024-05-06.<1>.md,духовность,духовность,2024-05-06; 2025-05-16; сон#Сон; 2024-05-06#2024-05-06; сон#Сон,"Чтобы потом вспомнить сны старался в их процессе держать в уме три слова. Первое слово забылось, поэтому часть снов (что-то на букву ""с"") бесследно утеряна.
Школа. Класс четвёртый. Сидим всем классом в актовом зале, репетируя очередной утренник. Я смеюсь над танцем девчонок, за что [[человек.закирова_елизавета|Лиза]] (одноклассница) на меня очень осуждающе смотрит.",2024-05-06 00:00:00,2025-05-16 00:00:00
17c66075-04b2-48b3-abd9-74215cbfcdb0,2022-09-22,/Users/Shared/obsidian-storage/master/<9> void/2022-09-22.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2022-09-22) AND (starts on or before 2022-09-22)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-09-22
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2022-09-22"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2022-09-22"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2022-09-22"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2022-09-22"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
e12e9340-943b-477d-8347-b5109176b439,2022-07-21,/Users/Shared/obsidian-storage/master/<9> void/2022-07-21.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2022-07-21) AND (starts on or before 2022-07-21)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-07-21
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2022-07-21"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2022-07-21"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2022-07-21"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2022-07-21"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
262a0e77-f317-4190-9f14-113e41b6e065,Доклад,/Users/Shared/obsidian-storage/master/<9> void/маи.семестры%.6семестр.волкова.доклад.md,реализация,реализация,2024-10-03; 2025-05-16; маи#Маи; маи.семестры%.6семестр.волкова#Волкова; маи.семестры%.6семестр.волкова#Волкова,"## Проблема (2)
В последние годы темпы развития беспилотных транспортных средств стремительно растут. Мы уже можем наблюдать реальные результаты работы в этой сфере: например, компания «Яндекс» внедряет беспилотные машинки для доставки, а Tesla активно развивает технологии автономного вождения. Очевидно, что в будущем возникнет всё большая потребность в программном обеспечении для управления такими устройствами, как дроны-доставщики, которые могут заменить курьеров на самокатах.
Однако встает серьёзная проблема: для массового внедрения беспилотных технологий требуется специализированное программное обеспечение, которое сможет адаптироваться к динамическим условиям и эффективно решать задачи планирования маршрутов. Это и стало основной мотивацией для моего проекта.
## Цели (3)
Поскольку разработка подобного ПО - задача для полноценного стартапа, в основу нашей работы легла реализация части подобного ПО, а именно, реализация алгоритма, позволяющего прокладывать оптимальные пути в графе.
## Задачи (4)
Понимая, что разработка полноценного программного обеспечения для беспилотных систем — это задача для крупного стартапа, основное внимание в моей работе было сосредоточено на исследовании решений для прокладки оптимальных маршрутов. Цель проекта заключалась в изучении возможных алгоритмов, их реализации и визуализации процесса поиска оптимальных путей в графе, что является важным шагом в создании систем управления для беспилотных устройств.
## Теория (5)
- Для решения задачи поиска кратчайшего пути в графе используются несколько известных алгоритмов.
- Ключевые методы, на которых основано решение проблемы, — это алгоритмы Дейкстры и A*.
### Алгоритм Дейкстры
- Основан на последовательном исследовании всех возможных путей от стартовой вершины к каждой другой вершине.
- Гарантирует нахождение кратчайшего пути до всех вершин графа.
- Работает эффективно для небольших графов, однако не подходит для ситуаций, где требуется найти путь до одной конечной вершины, особенно в больших графах.
- Не использует эвристику, что приводит к большему количеству вычислений.
### А*
- Модификация алгоритма Дейкстры, использующая эвристику для оценки расстояния до цели.
- Сочетает жадный подход с динамическим программированием.
- Основное преимущество — приоритетное исследование вершин, которые с большей вероятностью ведут к цели, что значительно сокращает количество обрабатываемых вершин.
- Лучше работает в случаях, когда конечная вершина известна и нужно быстро находить кратчайший путь в больших и динамически меняющихся графах.
### Сравнение
- **Алгоритм Дейкстры** гарантирует нахождение кратчайшего пути до всех вершин, но может быть неэффективен в крупных графах, где важна скорость.
- **Алгоритм A*** быстрее и эффективнее в случае, когда требуется найти кратчайший путь до одной цели, особенно в динамических и больших графах, благодаря использованию эвристики.
- A* предпочтителен для решения задач, где важна производительность и ресурсосбережение, в то время как Дейкстра полезен для поиска до всех вершин.
## Программные средства (6)
### Python
- **Python** — основной язык программирования:
- Python был выбран как основной язык благодаря его гибкости, богатой экосистеме библиотек и широкому сообществу разработчиков.
- Язык предоставляет простые и эффективные средства для работы с алгоритмами, управления данными и разработки приложений.
- Широкий выбор библиотек позволяет интегрировать различные решения, такие как симуляции графов и визуализация данных.
- Python особенно удобен для быстрой разработки прототипов и последующей доработки.
### PyQt
- PyQt** — для разработки графического интерфейса:
- PyQt — это набор инструментов для создания кроссплатформенных графических интерфейсов на Python.
- Он позволяет создать современный и удобный интерфейс пользователя с использованием готовых компонентов и настраиваемых элементов.
- Выбор PyQt обусловлен его мощными возможностями по созданию интерактивных интерфейсов, которые важны для демонстрации результатов работы алгоритма в удобной форме.
- PyQt интегрируется с Python, что делает его отличным выбором для разработки графических приложений с использованием Python-логики.
## Коммуникация (6)
**Discord** и **Telegram** стали основными средствами связи команды. В Discord проводились голосовые совещания и обсуждения в реальном времени, а Telegram использовался для быстрого обмена сообщениями и файлами.
### Планирование
- Для планирования задач и отслеживания прогресса использовались **Trello** и **Notion**. Эти инструменты помогали нам структурировать задачи и распределять их по времени.
- **Miro** применялся для визуализации идей и создания интерактивных досок, что облегчало коллективное обсуждение.
- **Google Docs** использовался для совместной работы с документами и актуализации проектных данных в режиме реального времени.
## Реализация (7-8)
1. **Первый модуль** — это модуль, отвечающий за реализацию алгоритма. Здесь был использован алгоритм A*, который позволяет находить оптимальный маршрут с учётом всех заданных ограничений. Этот модуль занимается непосредственно вычислением кратчайших путей в графе.
2. **Второй модуль** — это интерфейсная часть приложения. Он отвечает за генерацию графа и его визуализацию. Пользователь может взаимодействовать с приложением через удобный графический интерфейс, задавать исходные параметры, такие как загруженность дорог, и наблюдать за тем, как алгоритм находит кратчайший маршрут. Интерфейс был реализован с помощью PyQt.
## Визуализация (9-10)
Реализованный проект представляет собой приложение, которое позволяет визуализировать граф и находить кратчайший путь между двумя узлами. Основной функционал приложения включает в себя несколько ключевых аспектов.
При запуске приложения автоматически генерируется граф, который отображается в главном окне. Этот граф представляет собой сеть узлов, соединённых ребрами, где каждое ребро отражает возможные пути между узлами.
Далее пользователь может выбрать начальную и конечную точки для поиска пути через диалоговые окна, которые появляются при нажатии на кнопку “FIND”. После выбора начальной и конечной точек приложение применяет алгоритм A* для поиска кратчайшего пути.
Результат поиска, включая найденный путь и время, необходимое для его преодоления, отображается в верхней части окна. Найденный путь выделяется на графике красным цветом, что позволяет быстро его идентифицировать, а время пути представлено в минутах. Если пользователь решает выбрать новый путь, предыдущий маршрут сбрасывается, и новый путь выделяется на графике.я
## Подведение итогов и результаты (11)
Таким образом, реализованный проект является эффективным инструментом для визуализации графов и поиска кратчайших путей. Он предлагает интуитивно понятный графический интерфейс и обеспечивает быстрый и точный поиск маршрута между двумя узлами. Это делает его полезным для изучения и анализа графов и сетей.
В заключении можно сказать, что цель работы – разработка алгоритмов и методов формирования оптимальных траекторий и маршрутов беспилотного транспорта с учетом ограничений – была успешно достигнута. Для решения поставленной задачи был выбран метод теории графов, который позволил представить транспортную сеть в виде ориентированного графа.
Разработанная программа с графическим интерфейсом позволяет пользователю вводить пункты отправления и прибытия и получать оптимальный маршрут с учетом заданных ограничений. Программа учитывает такие параметры, как максимально допустимая скорость, загруженность дорог, наличие платных дорог и другие.
## Выводы (12)
Результаты работы могут быть использованы для оптимизации движения как автомобилей, так и беспилотных летательных аппаратов (БПЛА). Разработанная подход может быть полезен как для частных лиц, планирующих свои поездки, так и для транспортных компаний и служб управления дорожным движением.
Однако, стоит отметить, что применение беспилотного транспорта требует решения ряда робототехнических и правовых вопросов, связанных с безопасностью движения и ответственностью за возможные аварии. Кроме того, необходимо учитывать влияние беспилотного транспорта на окружающую среду и экономику в целом.
Дальнейшие исследования в этой области могут быть направлены на разработку алгоритмов оптимизации маршрутов с учетом динамических изменений в транспортной сети (например, в результате аварий или ремонтных работ), а также на интеграцию разработанных методов с системами управления дорожным движением и геоинформационными системами.
Команда разработчиков создала программу с графическим интерфейсом, которая позволяет находить оптимальные маршруты с учетом заданных условий. Однако, некоторые функции программы требуют дополнительной оптимизации для повышения удобства использования. По итогам работы был получен полностью работоспособный программный продукт – работа выполнена в полном объёме
## Вопросы и конец (13)",2024-10-03 00:00:00,2025-05-16 00:00:00
a6be8070-aafb-4b5d-8b18-7e2586e9a2ae,2023-07-21,/Users/Shared/obsidian-storage/master/<9> void/2023-07-21.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2023-07-21) AND (starts on or before 2023-07-21)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2023-07-21
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2023-07-21"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2023-07-21"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2023-07-21"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2023-07-21"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
bed1581a-e9f0-4706-81f5-31fa9b42927e,Cmp,/Users/Shared/obsidian-storage/master/<9> void/go.конспект.пакеты.стандартные%.cmp.md,саморазвитие,саморазвитие,2024-04-12; 2025-05-16; go#Go; go.конспект.пакеты#Пакеты; go.конспект.пакеты.стандартные%#Стандартные,,2024-04-12 00:00:00,2025-05-16 00:00:00
9b526512-8b68-4740-8ebf-1996e15b7375,2023-07-31,/Users/Shared/obsidian-storage/master/<9> void/2023-07-31.md,реализация,реализация,2024-05-10; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
## Tasks
```tasks
(due on or after 2023-07-31) AND (starts on or before 2023-07-31)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2023-07-31
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2023-07-31"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2023-07-31"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2023-07-31"")
```
```dataview
LIST
WHERE contains(file.name,""анализ.2023-07-31"")
```",2024-05-10 00:00:00,2025-05-16 00:00:00
c5b313e1-4ef3-4e0c-82b3-c921aff27784,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2023-06-01.<1>.md,духовность,духовность,2024-05-09; 2025-05-16; сон#Сон; 2023-06-01#2023-06-01; сон#Сон,"#Персонаж_Марат - 15 лет
#IIO #II
Проникаю в качестве деревенского дурачка в чужую страну",2024-05-09 00:00:00,2025-05-16 00:00:00
81273758-70cc-461b-9fae-1a479daa115f,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2022-03-30.<1>.md,духовность,духовность,2024-01-20; 2025-05-16; сон#Сон; 2022-03-30#2022-03-30; сон#Сон,"[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.неизвестный#Неизвестный|Неизвестный]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Череда снов с типичным главным злодеем - бывшим другом",2024-01-20 00:00:00,2025-05-16 00:00:00
a9638883-54b3-4967-8cb7-10f51b8a040f,Человек,/Users/Shared/obsidian-storage/master/<9> void/человек.md,личное,личное,2024-03-23; 2025-05-16; <3>🪨.люди.человек#Человек; <3>🪨.люди.человек#Человек; <3>🪨.люди.человек#Человек,,2024-03-23 00:00:00,2025-05-16 00:00:00
39eb47a5-ec4a-4484-8ee4-63208f26c049,2022-07-31,/Users/Shared/obsidian-storage/master/<9> void/2022-07-31.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2022-07-31) AND (starts on or before 2022-07-31)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-07-31
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2022-07-31"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2022-07-31"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2022-07-31"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2022-07-31"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
afd640c7-1b2e-456d-bcfd-399d623e66ac,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2022-10-26.<1>.md,духовность,духовность,2024-01-28; 2025-05-16; сон#Сон; 2022-10-26#2022-10-26; сон#Сон,"[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.III#III|III]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.OO#OO|OO]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Сломалось общажное приложение (по сюжету сна с его помощью можно было заказывать всякие услуги, платить за общагу, общаться с руководством, работниками и тд тп). Случайно подключил платный завтрак",2024-01-28 00:00:00,2025-05-16 00:00:00
935b3d81-0d1f-40cc-ac4e-b4df67512719,2022-05-25,/Users/Shared/obsidian-storage/master/<9> void/2022-05-25.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2022-05-25) AND (starts on or before 2022-05-25)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-05-25
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2022-05-25"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2022-05-25"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2022-05-25"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2022-05-25"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
62803ac7-6132-4eb1-9238-d4ccbbebdb49,2023-05-25,/Users/Shared/obsidian-storage/master/<9> void/2023-05-25.md,реализация,реализация,2024-05-07; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
## Tasks
```tasks
(due on or after 2023-05-25) AND (starts on or before 2023-05-25)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2023-05-25
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
Обсудили с [[человек.куликова_алёна_павловна|Алёной]] распределение кураторов по группам. Она очень мило выразила желание, чтобы я был с ней куратором ФИИТа.
Правда, потом написала, что попросила [[человек.калямина_кира_владимировна|Киру]], чтобы я был с ней, не спросив меня, что показалось мне довольно грубым.
> [[2024-05-19]]
> Забавно, что по итогу я так и решил взять ФИИТ.
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2023-05-25"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2023-05-25"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2023-05-25"")
```
```dataview
LIST
WHERE contains(file.name,""анализ.2023-05-25"")
```",2024-05-07 00:00:00,2025-05-16 00:00:00
49845880-d4bc-421a-8510-b146c8e2cb93,2024-02-21,/Users/Shared/obsidian-storage/master/<9> void/2024-02-21.md,реализация,реализация,2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00,"## Планы
```tasks
(due on or after 2024-02-21) AND (starts on or before 2024-02-21)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2024-02-21
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name,""сон.2024-02-21"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name,""мысль.2024-02-21"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name,""самоанализ.2024-02-21"")
```
```dataview
LIST
WHERE contains(analy.name,""анализ.2024-02-21"")
```",2024-04-01 00:00:00,2025-05-16 00:00:00
a3fb3a6d-f381-4f00-89aa-4818e53f69dd,Не Строит Из Себя Принцессу,/Users/Shared/obsidian-storage/master/<9> void/человек.куликова_алёна_павловна.плюсы%.<23>не_строит_из_себя_принцессу.md,личное,личное,2024-02-07; 2025-05-16; человек#Человек; человек.куликова_алёна_павловна#Куликова Алёна Павловна; человек.куликова_алёна_павловна.плюсы%#Плюсы,,2024-02-07 00:00:00,2025-05-16 00:00:00
7c23b873-a13b-401a-969a-b27656cee2f1,Второй,/Users/Shared/obsidian-storage/master/<9> void/сон.2023-03-04.<2>.md,духовность,духовность,2024-05-06; 2025-05-16; сон#Сон; 2023-03-04#2023-03-04; сон#Сон,"Вышел из метро (географически оно было на месте моей школы) в Иваново. Приехал с недельной вахты из другого города. Прошёл через парк (похож на парк из https://t.me/SnU_mafiramul/446). Живу с матерью, так как она человек больной, на грани того, чтобы поехать кукухой. Встретил бывших одноклассников (1-9), они попытались завязать разговор, но я сделал вид, что не знаю их. Зашёл в подъезд дома (похож на бывшие сны с лабиринтом домом, надо написать), поднялся, вошёл в квартиру. [[человек.вещина_оксана_аркадьевна|Мать]] куда-то собиралась, да и я спешил пойти с ней - видать, что-то было запланировано. В это время внутри работал работник, что-то сверлил в бетонном поле. Квартира у нас была экстра старая. Ремонт я в ней не делал специально, ждал когда мать наконец-таки умрёт, чтобы переехать в основной город, где работаю. На стенах почти не осталось обоев, голый бетон, деревянное покрытие пола вздулось, двери уже не закрываются даже на тряпочки. Мать непонятно зачем завела собаку - чихуа-хуа, которая меня дико раздражала. Мы собирались куда-то, заодно хотели выгулять собаку - мать сама не могла этого делать, а соц работница плохо старалась, всё-таки денег мы ей не платили, поэтому частенько в доме были следы…пребывания собаки. В этот раз она недотерпела до гулянки, и обоссалась. Вместе с нами жил ребёнок - года два ей, может, было. Ещё совсем малыш. Это был мой ребёнок от…да хрен знает, любви я к ней особой не испытывал, похоже, мамаша спихнула её на меня.",2024-05-06 00:00:00,2025-05-16 00:00:00
c745d375-5786-4df2-a6d0-063bc17945c4,Первая,/Users/Shared/obsidian-storage/master/<9> void/мысль.2023-07-21.<1>.md,духовность,духовность,2024-02-17; 2025-05-16; мысль#Мысль; 2023-07-21#2023-07-21; мысль#Мысль,"Я хочу видеть в мире что-то большее, потому что если мир действительно так прост, то я не смогу быть в нём маленьким. Мне не нравится чувство того, что я имею значение, мне необходимо ничего не значить, потому что значимость рождает ответственность. А ответственность - риск ошибок",2024-02-17 00:00:00,2025-05-16 00:00:00
846bbe1f-02c6-4c0f-837a-04c4c0122c8c,Первый,/Users/Shared/obsidian-storage/master/<9> void/сон.2024-01-05.<1>.md,духовность,духовность,2024-05-10; 2025-05-16; сон#Сон; 2024-01-05#2024-01-05; сон#Сон,"#Персонаж_Марат - гг, 20 лет
#III #II
Я - какой-то преступник по типу тех, что [[человек.ди_каприо_леонардо|Ди Каприо]] играет. Волк с Уолл Стрит, если угодно. Меня ловят какие-то молокососы из ФСБ. Ведут в штаб квартиру, я ищу возможность слинять",2024-05-10 00:00:00,2025-05-16 00:00:00
6f2e7820-88fc-4376-8e7d-f276b784ef4e,Павлов Андрей,/Users/Shared/obsidian-storage/master/<9> void/человек.павлов_андрей.md,личное,личное,2024-06-04; 2025-05-16; человек#Человек; человек#Человек; человек#Человек,,2024-06-04 00:00:00,2025-05-16 00:00:00
8ff0e7ee-b205-47fa-b951-3dd86318cf63,Четвёртый,/Users/Shared/obsidian-storage/master/<9> void/сон.2024-05-20.<4>.md,духовность,духовность,2024-05-22; 2025-05-16; сон#Сон; 2024-05-20#2024-05-20; сон#Сон,"Разработка какой-то космической программы. Учёные спорят, использовать Бейсик или Фортран",2024-05-22 00:00:00,2025-05-16 00:00:00
c6cc214d-7eec-45b4-96d6-38202afccc9e,It,/Users/Shared/obsidian-storage/master/<9> void/it.md,саморазвитие,саморазвитие,2024-04-13; 2025-05-16; <1>🌬️.умение.it#It; <1>🌬️.умение.it#It; <1>🌬️.умение.it#It,,2024-04-13 00:00:00,2025-05-16 00:00:00
d2b98f7a-08c2-422a-b18a-8442d1bc0446,Второй,/Users/Shared/obsidian-storage/master/<9> void/сон.2023-10-12.<2>.md,духовность,духовность,2024-05-10; 2025-05-16; сон#Сон; 2023-10-12#2023-10-12; сон#Сон,"#Персонаж_Марат - гг, 20 лет
#OOI #II
Проводится в Каминском день Первокурсника с вечерним концертом",2024-05-10 00:00:00,2025-05-16 00:00:00
bffd9d18-1514-4f7f-85fc-b0848fa3aa80,Академ,/Users/Shared/obsidian-storage/master/<9> void/маи.академ.md,реализация,реализация,2025-04-22; 2025-05-16; маи#Маи; маи#Маи; маи#Маи,"## Что это такое и зачем нужно
Чтобы блять не отчислиться, особо больше незачем. Это для тебя возможность дать себе год собраться с мыслями и уже потом влиться в учёбу, чтобы получить долгожданный диплом.
На время академа полностью паузится твой учебный статус. По возвращению с него нужно досдать новые (академическая разница) и старые долги (хвосты), на тебя выпишится отдельная ведомость, поэтому даже если ты провалил комиссию по предмету, но ушёл в академе до компота, то получаешь как минимум ещё одну попытку.
## Как уйти в академ
Если для ухода в академ нет ""официальных"" причин (например, справка от работодателя), то самый простой способ - через справку от психиатра.
Клиник много, но многие уходят через ""[Эмпатию](https://empathycenter.ru/)"". У них это дело поставлено на поток, поэтому особо слезливых историй придумывать не придётся. Есть прям отдельный тип такой записи. Всё выйдет в пределах 10к рублей. Убедись, что тебе дали три докумена:
- заключение врача
- заключение врачебной комиссии
- копия лицензии с печатью клиники
Опосля идёшь в заветный кабинет ГУК 210В в учебное управление. Пишешь заявление и радуешься жизни.
## Общежитие
Место в общежитии сохраняют на время академа, но выселяют (с даты выхода приказа на это даётся три дня, поэтому лучше заранее поговорить с начальником общежития или комендантом по этому вопросу).
**Почему выселяют?** - хуй знает, спроси у Баглюковой.
**Как продолжить жить в общежитии?** - предоставить:
> ""справку о том, что во время академа тебе необходимо оставаться в москве"".
Ни больше, ни меньше.Я смог выпрасить у психиатра справку с формулировкой ""для наблюдения должен оставаться в Москве"". Слышал, что какой-то челик мог лечить какую-то болячку только в Москве, потому что только здесь были спецы, и смог этим воспользоваться.
После до выхода приказа договорился с начальницей своего общежития (Альфа), и справка кое как была одобрена Баглюковой. Как я понял, она за меня поручилась, потому что я у неё на хорошем счету. После меня пару человек пробовали сотворить подобное и были посланы.",2025-04-22 00:00:00,2025-05-16 00:00:00
